icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,squawk,spi,position_source
7c5320,QFA80   ,Australia,1759789089,1759789097,144.8436,-37.6682,,TRUE,0.06,81.56,,,7451,FALSE,0
a37a02,FFT2225 ,United States,1759789098,1759789098,-80.3604,35.6752,8290.56,FALSE,220.69,257.62,5.2,8732.52,,FALSE,0
7c531e,QFA26   ,Australia,1759789097,1759789097,139.796,35.5479,,TRUE,6.69,59.06,,,7072,FALSE,0
a94279,CYO696  ,United States,1759789098,1759789098,-105.1045,39.904,,TRUE,6.94,115.31,,,,FALSE,0
ac5a94,,United States,1759789088,1759789090,-110.096,34.6186,9144,FALSE,215.05,245.7,0,9525,,FALSE,0
406696,TOM66K  ,United Kingdom,1759789040,1759789056,29.7736,31.4708,10363.2,FALSE,249.75,331.59,0,10988.04,6167,FALSE,0
e8032a,SKU2436 ,Chile,1759789098,1759789098,-70.8364,-33.3742,2583.18,FALSE,101.32,325.34,-4.88,2720.34,1012,FALSE,0
780bb6,CAO8444 ,China,1759789098,1759789098,-94.589,50.0863,9144,FALSE,237.67,333.93,0,8983.98,1137,FALSE,0
c01286,CFHAJ   ,Canada,1759789098,1759789098,-123.3045,48.4029,121.92,FALSE,54.77,61.99,0.98,182.88,,FALSE,0
a5c29b,N470RK  ,United States,1759788803,1759788811,-97.7098,35.6241,480.06,FALSE,57.66,164.48,-8.13,457.2,,FALSE,0
7c530c,QLK2D   ,Australia,1759789098,1759789098,151.2633,-33.7102,1485.9,FALSE,126.99,33.43,0,1569.72,,FALSE,0
0ac1a3,FAC5759 ,Colombia,1759789098,1759789098,-74.2004,4.7342,2682.24,FALSE,69.35,127.46,-3.58,2819.4,,FALSE,0
aa7081,N772AM  ,United States,1759789098,1759789098,-118.5254,34.3883,2164.08,FALSE,98.39,240.22,0.33,2179.32,,FALSE,0
a597c5,N46FF   ,United States,1759789098,1759789098,-122.5199,47.777,990.6,FALSE,51.32,47.03,-10.08,1036.32,,FALSE,0
a51d1b,AAL1105 ,United States,1759789098,1759789098,-83.0353,35.7516,8999.22,FALSE,258.68,101.35,-5.2,9509.76,7256,FALSE,0
40666b,EZY84AP ,United Kingdom,1759789098,1759789098,8.8547,50.7656,10965.18,FALSE,206.47,290.87,0,11346.18,3121,FALSE,0
7c5309,QLK477D ,Australia,1759789098,1759789098,138.7584,-34.7943,1341.12,FALSE,94.6,236.31,-3.58,1371.6,3605,FALSE,0
ab5faa,SWA3387 ,United States,1759789097,1759789098,-87.7489,35.8171,6400.8,FALSE,209.01,87.88,-6.18,6743.7,2256,FALSE,0
aaf936,N806LW  ,United States,1759789098,1759789098,-120.8236,37.95,3870.96,FALSE,147.73,327.8,-5.2,3947.16,,FALSE,0
40666a,EZY56YP ,United Kingdom,1759789098,1759789098,-3.192,55.2886,6400.8,FALSE,180.84,338.47,-7.15,6713.22,7556,FALSE,0
406673,EZY49GN ,United Kingdom,1759789098,1759789098,4.6598,51.6572,10972.8,FALSE,209.22,275.22,0.33,11437.62,7540,FALSE,0
a82293,CRE623  ,United States,1759789098,1759789098,-84.5791,42.8042,12100.56,FALSE,213.44,96.78,5.53,12519.66,6523,FALSE,0
a82298,NKS1882 ,United States,1759789098,1759789098,-84.219,39.6787,9144,FALSE,209.13,248.8,0,9601.2,2653,FALSE,0
c81e2c,ANZ612  ,New Zealand,1759789098,1759789098,170.0651,-43.3576,10568.94,FALSE,255.33,38.95,3.9,10294.62,,FALSE,0
a9557d,N700KP  ,United States,1759789098,1759789098,-76.858,39.591,982.98,FALSE,73.77,56.09,0,1059.18,,FALSE,0
406670,EZY3837 ,United Kingdom,1759789098,1759789098,2.4671,50.1709,10965.18,FALSE,203.99,305.45,0,11468.1,2771,FALSE,0
a95590,KOW700  ,United States,1759789097,1759789098,-74.0521,40.9519,495.3,FALSE,67,183.52,-4.23,556.26,3751,FALSE,0
ac7fa0,N904SH  ,United States,1759789095,1759789098,-96.7839,44.1019,6705.6,FALSE,151.25,359.61,0,6827.52,3206,FALSE,0
ae51eb,SCREE87 ,United States,1759789098,1759789098,-81.2286,32.0116,266.7,FALSE,46.44,85.55,-0.65,312.42,,FALSE,0
40665f,TOM4NJ  ,United Kingdom,1759789098,1759789098,-1.0159,50.0078,10248.9,FALSE,237.11,11.9,-4.88,10767.06,7441,FALSE,0
a4fd0e,EJA420  ,United States,1759789073,1759789073,-84.523,33.7769,,TRUE,0,213.75,,,,FALSE,0
aaf947,IJA806  ,United States,1759789098,1759789098,-81.1086,40.2432,11582.4,FALSE,192.37,275.83,0,12085.32,6216,FALSE,0
a4c7be,N407MJ  ,United States,1759788988,1759788988,-97.2357,29.2423,1082.04,FALSE,67.44,65.19,-0.33,1089.66,,FALSE,0
7c6691,UJN     ,Australia,1759788886,1759788887,153.011,-27.5728,0,FALSE,1.63,198.43,0,,,FALSE,0
a6925e,N522WP  ,United States,1759789098,1759789098,-104.9294,37.7073,12496.8,FALSE,248.44,61.15,0,12931.14,,FALSE,0
8a0987,TNU861  ,Indonesia,1759789098,1759789098,104.0688,3.9582,10675.62,FALSE,226.62,198.39,0,11315.7,,FALSE,0
7c668c,UJI     ,Australia,1759789098,1759789098,139.0579,-35.4319,2087.88,FALSE,91.81,138.18,0,2118.36,3251,FALSE,0
a95564,N700JP  ,United States,1759789098,1759789098,-79.1883,33.2059,9235.44,FALSE,237.52,320.45,-7.8,9730.74,,FALSE,0
a224f9,UAL1616 ,United States,1759789098,1759789098,-88.0796,41.9878,1508.76,FALSE,131.51,274.04,-0.98,1562.1,,FALSE,0
7c5351,VOZ1384 ,Australia,1759789098,1759789098,141.3041,-34.3748,10363.2,FALSE,198.17,254.95,-0.33,10546.08,,FALSE,0
ab1971,AAL3134 ,United States,1759789098,1759789098,-82.8952,31.4891,7246.62,FALSE,224.17,131.37,-5.2,7658.1,7154,FALSE,0
780bf8,CCA938  ,China,1759785290,1759789097,15.2784,56.2853,10058.4,FALSE,231.4,69.03,0,,5225,FALSE,0
ab1978,AAY2895 ,United States,1759789098,1759789098,-88.0437,34.5926,8625.84,FALSE,242.83,121.84,5.53,9113.52,,FALSE,0
7c5357,UTY4072 ,Australia,1759789049,1759789076,151.3879,-25.3018,8831.58,FALSE,200.49,299.85,1.3,9349.74,,FALSE,0
7c4028,SH471   ,Australia,1759789032,1759789032,139.0318,-32.7353,5486.4,FALSE,138.83,10.89,0.98,5669.28,7230,FALSE,0
aae61d,N801FM  ,United States,1759789066,1759789075,-122.7919,48.0474,114.3,FALSE,37.13,312.75,-7.15,167.64,,FALSE,0
a224fa,UAL1329 ,United States,1759789098,1759789098,-77.4544,40.594,7025.64,FALSE,228.52,295.18,11.7,7353.3,,FALSE,0
34648a,BCS473  ,Spain,1759789098,1759789098,-2.1624,45.5097,10355.58,FALSE,234.19,9.48,0,10919.46,,FALSE,0
ac7fc7,WUP94   ,United States,1759789098,1759789098,-76.7888,38.188,12496.8,FALSE,250.54,28.99,0,13068.3,,FALSE,0
a8ded6,DAL659  ,United States,1759789098,1759789098,-104.5493,37.1966,11582.4,FALSE,195.8,278.92,0,12001.5,7167,FALSE,0
accfab,N9242G  ,United States,1759789098,1759789098,-91.0881,30.1685,617.22,FALSE,56.7,168.49,0.65,624.84,,FALSE,0
a9a518,N720RW  ,United States,1759789020,1759789027,-120.6899,43.0347,13716,FALSE,212.11,165.96,0,14074.14,1630,FALSE,0
a1f1a0,UAL57   ,United States,1759789093,1759789093,-74.1662,40.7007,,TRUE,0,95.62,,,,FALSE,0
a5729c,JRT50   ,United States,1759789098,1759789098,-93.0957,41.1028,13693.14,FALSE,246.47,137.28,0,14081.76,2625,FALSE,0
ac1301,SWA4046 ,United States,1759789095,1759789095,-158.0227,21.0875,1097.28,FALSE,118.75,278.97,-5.85,1280.16,2366,FALSE,0
346489,BRD1335 ,Spain,1759789090,1759789095,-1.7237,48.073,,TRUE,0,53.44,,,,FALSE,0
a6e258,UAL1920 ,United States,1759789098,1759789098,-87.7848,41.5895,3733.8,FALSE,146.1,190.76,13.66,3855.72,5630,FALSE,0
a37a08,LXJ323  ,United States,1759789098,1759789098,-119.404,34.8185,5585.46,FALSE,173.33,101.64,-10.08,5768.34,,FALSE,0
abf308,SWA433  ,United States,1759789098,1759789098,-91.2001,35.4133,11277.6,FALSE,259.18,111.42,0,11879.58,1462,FALSE,0
7c7996,YAW     ,Australia,1759788935,1759788935,152.9687,-27.854,53.34,FALSE,21.98,253.69,-2.93,137.16,,FALSE,0
a38d36,DAL2356 ,United States,1759789098,1759789098,-93.8617,37.7449,11277.6,FALSE,251.67,18.47,0,11788.14,2644,TRUE,0
aae64b,VJA801  ,United States,1759789098,1759789098,-72.7321,41.9229,4815.84,FALSE,188.63,240.78,0.33,5036.82,2433,FALSE,0
aa834c,N777CT  ,United States,1759789097,1759789098,-117.8055,33.7054,358.14,FALSE,59.99,216.28,-1.3,251.46,,FALSE,0
89670b,ADY141  ,United Arab Emirates,1759788886,1759788886,78.6328,14.0219,10050.78,FALSE,227.9,110.48,0,10607.04,,FALSE,0
a75d57,CXK1094 ,United States,1759788847,1759788852,-112.0149,41.1839,1341.12,FALSE,44.25,359.33,-3.9,1379.22,,FALSE,0
c07ee4,WJA450  ,Canada,1759789098,1759789098,-117.9814,49.8402,10668,FALSE,224.8,64.37,0,10972.8,,FALSE,0
ac24c5,SWA1073 ,United States,1759789098,1759789098,-91.6077,37.5432,11582.4,FALSE,201.7,262.82,0,12138.66,1713,FALSE,0
c07ee0,WJA664  ,Canada,1759789098,1759789098,-80.4806,44.3995,6103.62,FALSE,184.97,137.48,-7.8,6339.84,,FALSE,0
0201a3,RAM208M ,Morocco,1759789094,1759789095,-66.4941,46.0836,12184.38,FALSE,236.81,267.88,0,12633.96,2461,FALSE,0
a09609,N137JQ  ,United States,1759789098,1759789098,-100.4024,38.4149,13106.4,FALSE,186,292.1,-0.33,13555.98,,FALSE,0
a4b4dc,VJA402  ,United States,1759789098,1759789098,-86.6727,36.5609,2026.92,FALSE,112.79,144.28,-4.88,2133.6,662,FALSE,0
ab04e6,SKW3966 ,United States,1759789098,1759789098,-91.5544,37.3011,10058.4,FALSE,227.72,169.32,0.33,10576.56,7051,FALSE,0
a38d8f,AAL3135 ,United States,1759789098,1759789098,-79.5717,33.3562,10972.8,FALSE,241.37,215.28,0,11582.4,1666,FALSE,0
a49a50,N396NS  ,United States,1759789098,1759789098,-81.7983,26.7118,6713.22,FALSE,220.47,134.05,-8.45,7056.12,,FALSE,0
ab04f3,SCX657  ,United States,1759789098,1759789098,-98.8379,42.3967,11582.4,FALSE,197.57,238.09,0,11849.1,,FALSE,0
a09616,,United States,,1759789094,,,,FALSE,53.91,103.24,0.33,,,FALSE,0
ad57d9,N959UA  ,United States,1759789098,1759789098,-149.9329,61.2656,541.02,FALSE,48.97,176.39,-0.98,441.96,511,FALSE,0
345249,VLG79EM ,Spain,1759789098,1759789098,-0.8564,41.8929,9585.96,FALSE,255.31,88.04,-4.88,10203.18,3332,FALSE,0
e49fb6,AZU4546 ,Brazil,1759789098,1759789098,-47.2574,-23.3162,4541.52,FALSE,151.22,194.18,12.68,4800.6,,FALSE,0
ac24e4,SWA1725 ,United States,1759789098,1759789098,-92.6842,41.5639,10972.8,FALSE,195.11,265.31,0,11330.94,1307,FALSE,0
a86a28,NKS2066 ,United States,1759789098,1759789098,-104.0783,38.3915,10972.8,FALSE,191.81,262.91,0,11369.04,1223,FALSE,0
c06bc9,CGOVG   ,Canada,1759789098,1759789098,-73.0355,45.6322,304.8,FALSE,48.79,14.04,-0.33,,3600,FALSE,0
aa1a16,AAL240  ,United States,1759789080,1759789084,-97.0313,32.9156,,TRUE,0,90,,,,FALSE,0
abf1b5,EJA869  ,United States,1759789097,1759789098,-87.4089,41.2184,8229.6,FALSE,243.99,156.52,0,8557.26,1420,FALSE,0
a86a0a,N641ME  ,United States,1759789097,1759789098,-79.709,42.1174,1005.84,FALSE,64.92,273.18,0,1074.42,,FALSE,0
a6f4be,N5473R  ,United States,1759788803,1759788803,-96.2546,33.0501,228.6,FALSE,34.53,204.66,-1.63,251.46,1200,FALSE,0
c07ef2,WJA203  ,Canada,1759789098,1759789098,-114.0831,51.1205,4023.36,FALSE,171.73,10.7,16.91,4061.46,,FALSE,0
894059,GFA500  ,Bahrain,1759789098,1759789098,50.9444,26.5309,3962.4,FALSE,194.25,28.13,11.7,4160.52,2254,FALSE,0
a50a88,AAL3014 ,United States,1759789098,1759789098,-107.2914,31.889,9151.62,FALSE,222.97,274.63,-0.33,9639.3,533,FALSE,0
781fa5,CSN674  ,China,1759789098,1759789098,21.9493,57.678,11277.6,FALSE,241.49,65.46,0,11384.28,2027,FALSE,0
a211ef,SWA667  ,United States,1759789098,1759789098,-77.6551,37.5168,5661.66,FALSE,204.47,94.91,-5.2,5974.08,3261,FALSE,0
a75d5f,N574BA  ,United States,1759788873,1759788873,-73.4894,41.3856,167.64,FALSE,33.38,151.46,-2.6,228.6,1200,FALSE,0
c07eef,WJA1509 ,Canada,1759789091,1759789091,-113.9903,51.1321,,TRUE,26.24,182.81,,,,FALSE,0
34654b,PVG3696 ,Spain,1759789098,1759789098,-21.6425,63.9549,3284.22,FALSE,136.93,301.48,-8.78,3009.9,2135,FALSE,0
addd11,N99243  ,United States,1759789097,1759789098,-97.1555,33.2077,769.62,FALSE,40.42,42.42,0,777.24,5353,FALSE,0
c01226,CFGWR   ,Canada,1759789098,1759789098,-93.6275,49.2079,6096,FALSE,107.18,284.17,0,6019.8,,FALSE,0
a1f1cd,CXK325  ,United States,1759789098,1759789098,-72.8438,40.9356,1341.12,FALSE,28.67,260.71,0.98,1440.18,1200,FALSE,0
a75d11,N5738U  ,United States,1759789097,1759789098,-87.1757,30.4627,365.76,FALSE,46.35,261.06,-0.65,373.38,4242,FALSE,0
406666,EZY16UT ,United Kingdom,1759789098,1759789098,-1.1836,50.3279,7139.94,FALSE,206.63,14.42,-11.05,7589.52,1057,FALSE,0
a47916,AMF1696 ,United States,1759789037,1759789050,-96.727,41.6761,2407.92,FALSE,100.39,298.8,-1.95,2476.5,4576,FALSE,0
406668,EZY82LU ,United Kingdom,1759789098,1759789098,-12.1542,39.754,10980.42,FALSE,246.95,21.38,0,11559.54,4460,FALSE,0
ac5a4a,SWA189  ,United States,1759789098,1759789098,-90.2822,40.4421,8900.16,FALSE,264.92,41.62,-4.23,9273.54,6473,FALSE,0
7c0fc6,DEG     ,Australia,1759789098,1759789098,145.4987,-37.5571,2644.14,FALSE,93.09,211.67,-4.55,2689.86,3715,FALSE,0
a3ca22,TRF543  ,United States,1759789098,1759789098,-96.3445,32.9296,777.24,FALSE,55.31,46.51,-0.65,762,1200,FALSE,0
8.40E+12,JAL300  ,Japan,1759789098,1759789098,130.6692,33.3963,2987.04,FALSE,154.1,123.42,16.26,3192.78,410,FALSE,0
a08317,EDV5250 ,United States,1759789098,1759789098,-76.1719,41.8628,7315.2,FALSE,214.53,290.35,-0.33,7650.48,1774,FALSE,0
adca12,NKS1890 ,United States,1759789098,1759789098,-87.1484,28.1122,11574.78,FALSE,233,279.28,0,12252.96,,FALSE,0
ab4d9e,N8273A  ,United States,1759789098,1759789098,-79.245,35.9485,1402.08,FALSE,55.65,109.44,-3.58,1493.52,,FALSE,0
a607d1,N488RJ  ,United States,1759789098,1759789098,-104.4327,39.101,4191,FALSE,140.2,285.97,-0.98,4335.78,7717,FALSE,0
a3ca1a,AAL2829 ,United States,1759788915,1759788915,-111.9983,33.4384,,TRUE,5.14,182.81,,,,FALSE,0
a584c3,VAR455  ,United States,1759789098,1759789098,-112.4039,33.4246,822.96,FALSE,59.93,214.51,1.3,777.24,,FALSE,0
896698,ETD187  ,United Arab Emirates,1759788933,1759788939,54.6303,24.4476,274.32,FALSE,91.88,306.81,12.35,198.12,,FALSE,0
ad44f2,EJA954  ,United States,1759789098,1759789098,-114.6604,35.3291,13106.4,FALSE,184.95,248.29,0,13548.36,7202,FALSE,0
addd34,N99253  ,United States,1759789098,1759789098,-71.79,42.5726,358.14,FALSE,40.12,310.84,-0.65,403.86,,FALSE,0
40796a,TOM8DW  ,United Kingdom,1759789096,1759789096,-9.9334,36.2005,11490.96,FALSE,252.58,21.76,4.23,12123.42,,FALSE,0
400ff4,TOM5AJ  ,United Kingdom,1759789098,1759789098,-10.3308,40.3288,11277.6,FALSE,246.5,6.59,0,11856.72,6257,FALSE,0
a584bc,AAL1141 ,United States,1759789098,1759789098,-113.528,35.509,10363.2,FALSE,213.53,247.33,0,10744.2,,FALSE,0
8.60E+37,TZP52   ,Japan,1759789098,1759789098,140.3129,34.7445,5699.76,FALSE,199.01,26.9,-9.75,6088.38,713,FALSE,0
407979,BAW50G  ,United Kingdom,1759789097,1759789097,-62.7532,45.579,12184.38,FALSE,248.5,237.86,0,12641.58,,FALSE,0
345205,VLG77TL ,Spain,1759789096,1759789096,2.074,41.2639,76.2,FALSE,67.68,18.16,-3.9,213.36,1000,FALSE,0
aa2d14,SKW6438 ,United States,1759789098,1759789098,-122.0501,46.0547,8663.94,FALSE,238.33,170.56,4.88,9006.84,3562,FALSE,0
a9a58c,WMU72   ,United States,1759789091,1759789098,-84.3134,40.0014,1310.64,FALSE,80.22,342.84,0,1371.6,4057,FALSE,0
a15fb5,N188PM  ,United States,1759789098,1759789098,-122.9087,42.3116,8229.6,FALSE,138.92,178.94,0,8534.4,,FALSE,0
400fdb,EZY84MK ,United Kingdom,1759789098,1759789098,0.7153,50.7166,3756.66,FALSE,150.8,308.63,-7.8,4008.12,2777,FALSE,0
780ca9,CES708  ,China,1759788905,1759788911,49.8707,58.5395,10668,FALSE,34.48,1.71,0,9707.88,,FALSE,0
ac5a73,SWA420  ,United States,1759789098,1759789098,-71.0368,42.6642,9075.42,FALSE,223.41,199.64,1.3,9494.52,,FALSE,0
acbd90,N92TX   ,United States,1759788998,1759788998,-97.6774,30.6935,297.18,FALSE,58.79,184.01,-4.55,304.8,1200,TRUE,0
400fe2,EZY729R ,United Kingdom,1759789098,1759789098,-4.1924,55.9182,1188.72,FALSE,98.03,325.48,-1.63,1280.16,5171,FALSE,0
781fdc,CDG2154 ,China,1759788902,1759788902,115.7007,21.4859,9753.6,FALSE,243.9,19.47,0,10378.44,,FALSE,0
76ccc9,SIA7132 ,Singapore,1759789098,1759789098,55.3179,25.4339,3261.36,FALSE,198.28,256.65,6.83,3383.28,3413,FALSE,0
ad8d7b,N9720R  ,United States,1759789098,1759789098,-78.8807,37.3044,2438.4,FALSE,63.97,191.13,-0.33,2590.8,,FALSE,0
76cd45,SIA356  ,Singapore,1759789097,1759789098,52.4468,26.155,10972.8,FALSE,258.82,296.57,0,11673.84,4006,FALSE,0
152060,SVR387  ,Russian Federation,1759787931,1759789095,46.1546,55.797,10050.78,FALSE,5.75,296.57,-0.33,9090.66,,FALSE,0
c010ea,ACA147  ,Canada,1759789098,1759789098,-93.7273,51.0626,10043.16,FALSE,203.88,292.55,1.3,9814.56,4253,FALSE,0
76cd49,SIA37   ,Singapore,1759788802,1759788802,111.6263,5.8011,13106.4,FALSE,271.52,233.09,0,13769.34,,FALSE,0
a99d9d,N719BH  ,United States,1759789098,1759789098,-105.9337,31.9018,5471.16,FALSE,106.99,64.05,6.18,5745.48,,FALSE,0
15204b,SVR146  ,Russian Federation,1759787787,1759789097,42.7755,44.9989,10660.38,FALSE,163.7,294.31,0,9707.88,,FALSE,0
a1afec,MXY603  ,United States,1759789098,1759789098,-117.5935,34.2132,6355.08,FALSE,216.53,50.98,8.45,6576.06,,FALSE,0
a2396e,SWA28   ,United States,1759789098,1759789098,-91.2046,38.6633,3497.58,FALSE,177.85,35.35,-9.75,3657.6,,FALSE,0
8965d4,FDB7WG  ,United Arab Emirates,1759789098,1759789098,55.7183,25.3086,2377.44,FALSE,168,38.66,10.08,2461.26,543,FALSE,0
7c77f4,QFA422  ,Australia,1759789098,1759789098,147.1899,-36.0308,11887.2,FALSE,257.46,55.01,0.33,12115.8,4312,FALSE,0
a0967f,N137PH  ,United States,1759789097,1759789098,-114.7521,35.9059,1158.24,FALSE,60.39,278.82,-1.95,1150.62,,FALSE,0
a22669,MXY740  ,United States,1759789098,1759789098,-80.961,33.6995,11277.6,FALSE,222.52,9.18,0,11910.06,3702,FALSE,0
c06c8a,CGPCR   ,Canada,1759789098,1759789098,-119.8666,50.0477,5059.68,FALSE,92.09,248.02,9.43,5212.08,,FALSE,0
c010f6,ACA790  ,Canada,1759789098,1759789098,-107.5801,36.9823,10066.02,FALSE,268.97,60.93,0,10416.54,,FALSE,0
a0835d,RPA4674 ,United States,1759789098,1759789098,-76.4585,39.476,3573.78,FALSE,150.02,207.36,0,3779.52,2271,FALSE,0
152065,SVR624  ,Russian Federation,1759789097,1759789098,84.2098,57.2051,11277.6,FALSE,240.18,104.01,-0.33,10873.74,,FALSE,0
a03fff,AAL364  ,United States,1759789098,1759789098,-85.3584,33.6502,10058.4,FALSE,251.11,91.29,0,10645.14,2214,FALSE,0
a99d87,ASA294  ,United States,1759789098,1759789098,-75.6718,41.054,3886.2,FALSE,162.79,120.37,0,4084.32,2727,FALSE,0
a22635,N23798  ,United States,1759789094,1759789095,-89.6543,40.3283,1211.58,FALSE,49.43,177.61,0.33,1234.44,,FALSE,0
a46603,UAL478  ,United States,1759789098,1759789098,-105.0316,40.2992,5631.18,FALSE,171.7,144.88,-7.48,5806.44,501,FALSE,0
8965b5,FDB4CE  ,United Arab Emirates,1759789098,1759789098,22.2548,43.9144,9395.46,FALSE,236.66,105.64,3.25,9410.7,4506,FALSE,0
76cd72,SIA212  ,Singapore,1759789098,1759789098,150.437,-33.7324,4937.76,FALSE,190.18,280.91,11.38,5113.02,,FALSE,0
8965b3,FDB1570 ,United Arab Emirates,1759788962,1759788962,55.3512,25.2642,60.96,FALSE,78.53,121.61,-3.25,-15.24,3544,FALSE,0
152079,NWS3360 ,Russian Federation,1759789098,1759789098,30.8982,34.3621,12192,FALSE,264.6,357.88,0,12862.56,6122,FALSE,0
8965b8,UAE9856 ,United Arab Emirates,1759789098,1759789098,96.2143,15.5991,11887.2,FALSE,237.82,104.28,0,12557.76,6236,FALSE,0
76cd75,SIA319  ,Singapore,1759789098,1759789098,24.7279,45.1124,10675.62,FALSE,259.55,115.6,-0.33,10706.1,4633,FALSE,0
a27fdb,JSX775  ,United States,1759789098,1759789098,-119.0918,36.8724,9753.6,FALSE,220.15,350.45,-0.33,10096.5,,FALSE,0
abf29f,SWA2844 ,United States,1759789098,1759789098,-114.3973,36.3185,11582.4,FALSE,219.35,229.66,0,11963.4,3265,FALSE,0
8832ba,TLM951  ,Thailand,1759789098,1759789098,100.5303,14.6587,3985.26,FALSE,163.52,164.3,-9.1,4206.24,,FALSE,0
a3dcc2,AAL2182 ,United States,1759789098,1759789098,-80.4539,35.7894,5463.54,FALSE,176.84,212.16,-6.83,5775.96,,FALSE,0
8965c2,FDB1406 ,United Arab Emirates,1759788248,1759789097,29.3339,42.5891,10668,FALSE,246.56,114.53,0,10949.94,4222,FALSE,0
a02cf1,RPA4355 ,United States,1759789098,1759789098,-94.0097,36.7036,10058.4,FALSE,279.01,71.06,0,10530.84,,FALSE,0
a22644,N238AM  ,United States,1759789098,1759789098,-115.2186,36.144,822.96,FALSE,79.27,88.14,-3.25,815.34,,FALSE,0
a22642,ASA438  ,United States,1759789098,1759789098,-98.2346,32.8949,10668,FALSE,247.2,130.02,-0.33,11269.98,6652,FALSE,0
76cd6d,SIA325  ,Singapore,1759789098,1759789098,30.6669,42.7347,10668,FALSE,264.42,115.22,0,10789.92,6426,FALSE,0
a2cfa2,SKW4105 ,United States,1759789098,1759789098,-120.4465,38.4935,6629.4,FALSE,199.37,106.8,6.83,6888.48,,FALSE,0
addbed,N992VA  ,United States,1759789096,1759789097,-117.4418,33.9519,274.32,FALSE,23.83,283.74,-0.65,198.12,,FALSE,0
a35949,JBU1081 ,United States,1759789098,1759789098,-71.3321,41.3631,7620,FALSE,214.68,230.93,4.23,8001,1462,FALSE,0
3c49b6,TUI5E   ,Germany,1759789098,1759789098,8.8433,51.6822,7231.38,FALSE,205.49,48.25,-14.96,7528.56,1000,FALSE,0
a0d319,N152RE  ,United States,1759788985,1759789098,-97.1275,33.4258,1005.84,FALSE,49.94,214.51,-0.98,1005.84,5473,FALSE,0
a0d374,AAL2790 ,United States,1759788990,1759788995,-73.8487,22.8492,9753.6,FALSE,236.99,320.02,0.33,10332.72,,FALSE,0
4b984f,FHY8116 ,Turkey,1759789098,1759789098,16.3304,47.3496,10363.2,FALSE,211.06,304.77,-0.33,10447.02,3255,FALSE,0
ab17ba,VWA109  ,United States,1759789098,1759789098,-114.3209,35.9437,2743.2,FALSE,59.38,265.03,-0.33,2788.92,,FALSE,0
a86a3d,N641PF  ,United States,1759789098,1759789098,-75.5815,39.9852,510.54,FALSE,41.08,157.93,0,563.88,,FALSE,0
a74a5a,SWA2112 ,United States,1759789098,1759789098,-105.5454,38.0618,10157.46,FALSE,197.09,248.73,11.05,10500.36,1416,FALSE,0
a9b7f6,AAL616  ,United States,1759789098,1759789098,-85.0759,39.806,8534.4,FALSE,221.16,326.38,0,8930.64,2573,FALSE,0
76cd7a,SIA322  ,Singapore,1759789091,1759789098,51.5335,26.5126,10972.8,FALSE,254.4,290.23,0,11681.46,4777,FALSE,0
a47995,LXJ388  ,United States,1759789098,1759789098,-75.0935,39.6849,7025.64,FALSE,222,58.26,-2.93,7391.4,3355,FALSE,0
a3333c,N305PT  ,United States,1759789098,1759789098,-80.4971,25.6499,243.84,FALSE,32.41,90,-0.65,266.7,,FALSE,0
a3466e,N31WB   ,United States,1759788876,1759788876,-97.9109,36.316,1394.46,FALSE,88.81,43.12,-13.98,1447.8,,FALSE,0
4b9852,FHY727  ,Turkey,1759789098,1759789098,24.4285,46.1853,10378.44,FALSE,235.49,318.72,0,10424.16,5353,FALSE,0
152018,AFL1956 ,Russian Federation,1759789059,1759789060,49.9787,53.1094,10675.62,FALSE,28.11,235.44,0.33,9715.5,,FALSE,0
aa1a81,SKW4946 ,United States,1759789098,1759789098,-112.5,40.1377,6461.76,FALSE,213.8,207.98,6.83,6644.64,3132,FALSE,0
152030,AFL1382 ,Russian Federation,1759788489,1759789095,37.4345,55.9769,228.6,FALSE,80.99,74.9,14.31,266.7,,FALSE,0
c06c4f,CGPAK   ,Canada,1759789098,1759789098,-124.0647,49.4146,373.38,FALSE,88.08,133.11,0.33,434.34,,FALSE,0
a32010,JRE300  ,United States,1759789098,1759789098,-98.2068,32.8884,7696.2,FALSE,190.45,285.35,12.35,8130.54,4115,FALSE,0
a2cffc,SWA6303 ,United States,1759789098,1759789098,-99.3174,36.0038,11887.2,FALSE,275.23,89.79,-0.33,12420.6,,FALSE,0
c023ca,CFNOJ   ,Canada,1759789098,1759789098,-122.9859,49.0778,45.72,FALSE,28.31,272.08,-2.6,91.44,,FALSE,0
